 11.614 3.33472 0
 4.82959 4.13965 0
 1.664 5.12841 0.671465
 1.41682 5.51214 1.17061
 0.646683 4.76849 1.96426
 0.573351 4.56188 0.990712
 2.02267 3.11814 0.572516
 1.78403 3.77198 0.592496
 1.80833 4.47246 0.602718
 1.87442 4.48075 1.88153
 1.2676 4.56369 2.06864
 0.747572 5.34084 1.20099
 1.59379 4.92563 1.54101
 0.630733 5.14514 1.78292
 2.22206 4.54872 1.51545
 0.692744 5.71713 0.549488
 0.733946 4.54076 -0.0973632
 0.59083 4.77972 -0.716146
 1.62222 5.94867 0.723466
 1.59399 5.5503 0.634997
 0.611008 4.97955 0.426675
 1.56186 5.77075 -1.45293
 2.07067 5.85005 -1.83505
 1.97713 6.44566 0.532843
 2.35205 6.52767 -0.111617
 1.8135 6.56301 -0.476459
 0.898679 6.13684 -1.2523
 1.23124 6.06267 -1.98287
 1.85987 6.13198 -0.0134551
 1.45952 5.77717 -2.09861
 1.11926 5.55423 -1.50278
 1.48465 5.06105 2.41976
 1.76761 5.34683 3.02746
 2.36561 5.73967 -1.05286
 2.35763 5.75434 0.317477
 2.21318 5.60367 1.31206
 0.501028 5.44533 -1.6593
 0.537744 5.34466 -1.90237
 1.14916 6.34262 -0.488607
 1.4136 6.62215 -0.595696
 1.29981 6.09049 -0.759673
 0.885678 7.96908 2.11336
 0.921538 7.81402 1.01963
 1.62685 7.02051 0.467124
 2.06671 6.75665 0.427242
 1.93871 6.90162 0.976999
 2.07399 6.71018 0.979288
 0.750731 7.18883 0.903816
 1.18166 7.04524 -0.483324
 0.971593 7.41655 -0.0146692
 1.18987 7.32345 0.662089
 1.04176 6.31781 2.17984
 0.907162 6.19185 2.33715
 1.22837 5.71729 2.02551
 1.14988 5.72798 2.71797
 0.636184 6.74154 -1.34591
 2.3149 4.95722 1.7519
 1.55967 6.26112 1.80981
 2.33828 4.93975 2.40712
 1.05409 5.37527 2.57407
 1.03167 5.02946 2.70007
 0.948729 5.75848 -0.181168
 0.977828 5.95517 2.36511
 1.97582 5.76527 1.5468
 5.729 1.83186 2.2709
 6.30367 1.82687 2.00825
 8.98865 5.44429 2.88331
 9.27604 6.02829 2.99357
 9.37848 4.9363 2.75193
 9.11207 4.97659 1.99232
 9.81941 2.97823 1.8425
 9.85806 3.64166 1.75957
 9.85631 4.25349 1.94794
 9.77503 4.85278 2.15041
 9.68975 5.4238 1.89308
 9.66498 4.32246 0.942673
 9.85098 4.55997 1.60788
 9.99822 4.09682 2.93721
 9.59762 5.86033 -2.60317
 8.6085 4.11712 -2.46947
 8.79111 4.39784 -1.72723
 8.54755 4.49668 -2.25212
 8.14215 5.7622 1.9362
 8.05915 5.17042 2.15308
 9.67599 4.70242 -2.9277
 9.83802 4.49676 0.0218568
 9.63857 6.41232 2.9344
 9.92548 4.13573 2.73825
 9.51954 6.2437 -2.29716
 9.01646 4.51498 -1.93689
 9.97796 4.16361 -0.667491
 9.7448 4.03044 -1.28846
 8.56734 4.68481 -2.62471
 8.77396 4.54117 -0.703374
 8.90585 4.09959 -0.440753
 9.93205 3.67614 -1.3453
 8.21777 4.76189 -1.96739
 9.72082 3.97202 2.16181
 8.17912 4.13161 2.52943
 8.11347 4.40138 1.67268
 9.75699 6.03613 -1.15512
 9.86035 6.02197 -1.96043
 9.78987 6.66811 -2.23565
 9.16016 4.1213 2.3195
 9.68263 6.04609 2.62476
 11.5994 5.47015 0.36423
 11.5258 5.05154 0.92616
 9.07404 5.08371 1.803
 13.6491 9.33193 -2.52902
 13.9741 9.78832 -2.69142
 12.4224 8.69668 1.21197
 12.56 8.84828 2.21458
 12.9563 9.34456 2.35637
 13.5134 9.26664 2.64331
 13.7339 8.76554 2.96042
 13.3438 9.6167 2.09776
 13.5652 8.33253 -2.84013
 13.0278 8.27725 -2.50864
 13.9033 10.3504 -2.97032
 14.063 10.3637 2.22135
 14.1803 8.43787 2.65598
 14.2584 9.07767 -2.43744
 14.5455 8.96302 -2.62163
 12.9684 8.96598 1.94523
 14.062 9.22088 2.99118
 14.5143 10.0675 -2.49552
 14.4735 8.9612 2.55244
 13.2721 9.58817 2.15257
