 1.5 10.5 0
 2.16772 10.4619 0.0744194


 1.5 10.5 0
 1.73544 10.8188 0.0314581


 1.5 10.5 0
 1.26399 10.8063 0.34007


 1.5 10.5 0
 1.67121 10.4709 0.395732


 1.5 10.5 0
 1.11696 10.0984 0.302133


 4.49172 8.15415 0.163843
 4.8739 7.60364 0.0921428


 4.49172 8.15415 0.163843
 4.95145 8.50147 0.42352


 4.49172 8.15415 0.163843
 4.25752 7.78571 0.317357


 4.8739 7.60364 0.0921428
 4.80171 6.95692 -0.0184102


 4.8739 7.60364 0.0921428
 4.89635 7.5405 1.37015


 4.42758 7.32389 1.93934
 4.53365 7.54515 1.86958


 4.42758 7.32389 1.93934
 4.5813 7.18486 2.281


 4.42758 7.32389 1.93934
 4.41144 7.24267 2.10679


 4.42758 7.32389 1.93934
 4.48548 6.8877 2.47133


 3.94543 8.59392 0.173256
 4.49172 8.15415 0.163843


 3.94543 8.59392 0.173256
 3.756 8.73898 0.529393


 3.94543 8.59392 0.173256
 3.63476 8.23083 -0.283058


 3.94543 8.59392 0.173256
 3.95243 8.76708 -0.713801


 4.80171 6.95692 -0.0184102
 5.45 6.86016 -0.119505


 4.80171 6.95692 -0.0184102
 4.37941 6.55355 0.225645


 4.80171 6.95692 -0.0184102
 4.67882 7.05445 -1.11666


 4.80171 6.95692 -0.0184102
 4.72109 6.71275 0.0700406


 4.89635 7.5405 1.37015
 4.76785 7.21607 1.2412


 4.89635 7.5405 1.37015
 4.93381 7.82148 2.20611


 4.95145 8.50147 0.42352
 4.96069 8.61893 1.17592


 4.95145 8.50147 0.42352
 4.95827 9.19827 0.441884


 4.76785 7.21607 1.2412
 4.42758 7.32389 1.93934


 4.76785 7.21607 1.2412
 4.81287 7.31864 1.13926


 4.71789 7.67 -1.53516
 4.70806 8.19414 -1.89873


 4.71789 7.67 -1.53516
 4.79529 7.55063 -2.00469


 4.70806 8.19414 -1.89873
 4.43104 8.20194 -2.65449


 4.96069 8.61893 1.17592
 4.45931 8.6688 1.05887


 3.56466 7.64213 -1.17916
 4.1701 7.8455 -1.04449


 4.1701 7.8455 -1.04449
 3.97342 7.39807 -0.707877


 4.1701 7.8455 -1.04449
 4.25068 7.65669 -0.49709


 4.1701 7.8455 -1.04449
 4.04569 8.11509 -1.37903


 4.25752 7.78571 0.317357
 4.47418 7.71938 0.915369


 4.25752 7.78571 0.317357
 4.35287 7.35474 0.230042


 3.25515 6.59163 0.388605
 3.66004 6.89692 0.257321


 4.67834 8.943 2.2253
 4.61843 8.53807 2.16671


 4.67834 8.943 2.2253
 4.48465 9.00415 -3.05208


 4.61843 8.53807 2.16671
 4.29955 8.80297 2.15909


 4.43104 8.20194 -2.65449
 4.97404 7.75313 -2.65669


 4.43104 8.20194 -2.65449
 4.11773 8.52352 -2.14041


 4.43104 8.20194 -2.65449
 4.26322 7.90214 -2.27724


 3.97342 7.39807 -0.707877
 4.01268 7.18462 -0.700086


 3.97342 7.39807 -0.707877
 3.77312 7.37034 -0.743461


 4.35287 7.35474 0.230042
 4.09685 7.48078 0.225162


 4.35287 7.35474 0.230042
 4.29121 7.03741 0.479605


 4.29955 8.80297 2.15909
 4.09581 8.6907 2.09733


 3.26836 7.56923 1.02162
 3.39387 7.83776 0.714157


 3.26836 7.56923 1.02162
 3.36374 6.96794 1.02374


 2.10615 9.25259 -0.60638
 2.59735 8.97266 -0.325083


 2.59735 8.97266 -0.325083
 2.93642 8.95564 0.208684


 3.09982 9.60613 0.120476
 3.67696 9.24644 0.172399


 3.09982 9.60613 0.120476
 3.17011 9.51738 1.30608


 3.09982 9.60613 0.120476
 3.37527 10.0985 0.404157


 3.67696 9.24644 0.172399
 3.94543 8.59392 0.173256


 3.67696 9.24644 0.172399
 3.56499 8.97719 -0.0748455


 3.67696 9.24644 0.172399
 4.00779 9.45756 -0.454728


 3.67696 9.24644 0.172399
 3.95862 9.34935 0.0736992


 3.756 8.73898 0.529393
 3.84348 8.89567 0.938836


 3.63476 8.23083 -0.283058
 3.22225 7.86818 0.0304696


 3.63476 8.23083 -0.283058
 3.29153 8.44171 -0.440846


 3.22225 7.86818 0.0304696
 3.3019 7.66137 -0.050649


